EmployeeID,StartDate,EndDate,Amount,PaymentType,HourlyRate,MonthlySalary,HoursWorked
58,2020-08-26,2020-09-02,1553.08,hourly,28.11,,55.25
200,2022-03-23,2022-03-30,2366.62,hourly,39.28,,60.25
284,2020-04-22,2020-04-29,2028.85,hourly,44.59,,45.5
345,2020-08-26,2020-09-09,7685.1,monthly,,7685.1,
314,2020-12-02,2020-12-16,4721.27,hourly,42.63,,110.75
39,2021-08-11,2021-08-18,1786.91,hourly,28.03,,63.75
267,2020-01-15,2020-01-29,7776.2,monthly,,7776.2,
52,2021-06-16,2021-06-30,1376.6,hourly,33.99,,40.5
394,2020-08-26,2020-09-02,883.64,hourly,15.85,,55.75
439,2021-03-24,2021-03-31,1579.5,hourly,31.59,,50.0
274,2022-12-07,2022-12-14,9506.13,monthly,,9506.13,
103,2020-09-02,2020-09-09,2461.8,hourly,37.3,,66.0
105,2020-04-01,2020-04-08,8054.97,monthly,,8054.97,
464,2021-01-13,2021-01-27,5634.36,hourly,50.76,,111.0
487,2020-07-15,2020-07-22,4748.03,hourly,90.01,,52.75
363,2020-01-29,2020-02-05,1926.96,hourly,27.43,,70.25
1,2020-06-17,2020-06-24,10574.57,monthly,,10574.57,
334,2020-08-26,2020-09-09,10226.64,monthly,,10226.64,
232,2020-05-06,2020-05-13,462.95,hourly,7.88,,58.75
356,2022-07-13,2022-07-27,4477.39,hourly,46.04,,97.25
321,2021-02-10,2021-02-24,8643.34,monthly,,8643.34,
112,2020-03-11,2020-03-18,1981.81,hourly,33.59,,59.0
498,2022-03-23,2022-04-06,9493.65,monthly,,9493.65,
90,2020-08-12,2020-08-26,2847.1,hourly,28.4,,100.25
220,2021-09-08,2021-09-22,6667.0,hourly,66.67,,100.0
257,2020-09-23,2020-09-30,2516.36,hourly,37.84,,66.5
346,2020-02-12,2020-02-19,8560.49,monthly,,8560.49,
193,2021-04-07,2021-04-14,2354.2,hourly,42.61,,55.25
77,2021-09-08,2021-09-15,3776.51,hourly,61.91,,61.0
168,2020-12-16,2020-12-30,1855.01,hourly,44.97,,41.25
498,2020-02-26,2020-03-11,9493.65,monthly,,9493.65,
431,2020-08-19,2020-08-26,2144.03,hourly,36.65,,58.5
12,2020-04-01,2020-04-08,1785.15,hourly,39.67,,45.0
206,2022-03-09,2022-03-23,6523.67,monthly,,6523.67,
377,2022-08-10,2022-08-24,9180.17,monthly,,9180.17,
365,2021-06-16,2021-06-30,10617.52,monthly,,10617.52,
490,2021-09-22,2021-09-29,3033.22,hourly,54.9,,55.25
359,2020-04-29,2020-05-06,8598.33,monthly,,8598.33,
376,2021-01-13,2021-01-27,9262.38,monthly,,9262.38,
361,2020-07-15,2020-07-29,9124.74,monthly,,9124.74,
122,2022-11-30,2022-12-14,8987.02,monthly,,8987.02,
118,2020-07-01,2020-07-15,6120.64,hourly,49.36,,124.0
493,2022-02-23,2022-03-02,1093.35,hourly,21.23,,51.5
295,2020-02-12,2020-02-26,5945.62,hourly,63.42,,93.75
422,2021-12-29,2022-01-12,3936.94,hourly,34.16,,115.25
190,2020-11-18,2020-12-02,2447.0,hourly,22.71,,107.75
337,2020-02-26,2020-03-11,9480.77,monthly,,9480.77,
332,2022-05-04,2022-05-11,4792.98,hourly,75.48,,63.5
414,2020-07-29,2020-08-05,9565.19,monthly,,9565.19,
135,2021-03-17,2021-03-24,880.72,hourly,16.16,,54.5
196,2022-01-26,2022-02-09,1176.77,hourly,12.29,,95.75
346,2020-07-15,2020-07-22,8560.49,monthly,,8560.49,
406,2022-09-21,2022-10-05,7130.52,monthly,,7130.52,
37,2022-11-02,2022-11-16,6409.69,hourly,62.23,,103.0
146,2020-01-01,2020-01-15,7948.38,monthly,,7948.38,
334,2022-07-27,2022-08-10,10226.64,monthly,,10226.64,
174,2020-10-14,2020-10-21,2395.11,hourly,81.19,,29.5
88,2020-07-01,2020-07-08,2830.95,hourly,47.38,,59.75
235,2022-09-07,2022-09-14,2747.11,hourly,45.22,,60.75
161,2021-11-17,2021-12-01,3724.84,hourly,40.16,,92.75
189,2021-01-27,2021-02-03,3185.96,hourly,55.65,,57.25
253,2021-05-05,2021-05-19,9934.28,monthly,,9934.28,
4,2020-10-14,2020-10-21,1801.8,hourly,28.6,,63.0
232,2020-03-18,2020-03-25,524.02,hourly,7.88,,66.5
334,2020-01-15,2020-01-29,10226.64,monthly,,10226.64,
68,2021-08-11,2021-08-18,9140.51,monthly,,9140.51,
408,2021-05-19,2021-06-02,7606.59,monthly,,7606.59,
48,2021-08-25,2021-09-08,10798.1,monthly,,10798.1,
7,2020-02-26,2020-03-04,8333.12,monthly,,8333.12,
454,2021-10-27,2021-11-03,6963.11,monthly,,6963.11,
269,2021-11-03,2021-11-17,7748.21,monthly,,7748.21,
131,2020-12-02,2020-12-16,9029.63,monthly,,9029.63,
328,2021-12-01,2021-12-08,1418.09,hourly,27.67,,51.25
8,2021-06-23,2021-06-30,1075.2,hourly,22.4,,48.0
256,2020-06-03,2020-06-17,3126.73,hourly,26.22,,119.25
272,2021-04-21,2021-04-28,9240.21,monthly,,9240.21,
59,2020-11-18,2020-11-25,2310.12,hourly,42.78,,54.0
141,2020-11-25,2020-12-02,2342.14,hourly,51.76,,45.25
121,2021-04-14,2021-04-21,4681.75,hourly,61.0,,76.75
175,2021-02-10,2021-02-24,3201.42,hourly,27.48,,116.5
374,2022-04-13,2022-04-20,8236.41,monthly,,8236.41,
287,2022-01-12,2022-01-19,1833.0,hourly,31.2,,58.75
177,2020-08-19,2020-08-26,10451.46,monthly,,10451.46,
440,2022-03-23,2022-04-06,10996.35,monthly,,10996.35,
449,2020-04-08,2020-04-22,7907.95,monthly,,7907.95,
42,2021-06-16,2021-06-23,2385.4,hourly,40.26,,59.25
401,2021-03-10,2021-03-24,4153.88,hourly,58.3,,71.25
340,2021-06-02,2021-06-16,4514.37,hourly,36.26,,124.5
59,2021-12-08,2021-12-15,3062.8,hourly,47.67,,64.25
275,2020-09-09,2020-09-23,9163.59,monthly,,9163.59,
77,2020-09-30,2020-10-07,4070.58,hourly,61.91,,65.75
491,2022-07-13,2022-07-27,9219.52,monthly,,9219.52,
189,2020-03-11,2020-03-18,3519.86,hourly,55.65,,63.25
228,2020-06-24,2020-07-01,4487.59,hourly,66.73,,67.25
123,2020-03-25,2020-04-01,1578.66,hourly,25.36,,62.25
388,2022-08-10,2022-08-24,3116.19,hourly,26.98,,115.5
20,2021-02-10,2021-02-17,8646.73,monthly,,8646.73,
409,2022-06-15,2022-06-29,9039.77,monthly,,9039.77,
441,2020-07-29,2020-08-05,3166.68,hourly,47.98,,66.0
397,2022-01-19,2022-01-26,2028.95,hourly,34.1,,59.5
18,2020-07-29,2020-08-05,1595.44,hourly,31.75,,50.25
497,2021-12-29,2022-01-12,6597.55,monthly,,6597.55,
95,2020-01-29,2020-02-12,9670.22,monthly,,9670.22,
150,2020-09-30,2020-10-07,2998.8,hourly,49.98,,60.0
287,2021-04-07,2021-04-14,1809.6,hourly,31.2,,58.0
327,2021-12-01,2021-12-15,3707.53,hourly,32.81,,113.0
438,2021-06-16,2021-06-30,10995.34,monthly,,10995.34,
113,2020-08-26,2020-09-09,7602.37,hourly,54.99,,138.25
201,2020-01-29,2020-02-12,8277.78,monthly,,8277.78,
273,2020-07-29,2020-08-05,1104.96,hourly,23.02,,48.0
193,2020-12-02,2020-12-09,2279.63,hourly,42.61,,53.5
263,2021-11-24,2021-12-01,1368.1,hourly,21.63,,63.25
334,2020-12-16,2020-12-30,10226.64,monthly,,10226.64,
261,2022-11-16,2022-11-30,8093.55,monthly,,8093.55,
310,2022-01-12,2022-01-26,5815.32,hourly,49.81,,116.75
10,2022-06-22,2022-06-29,2556.0,hourly,48.0,,53.25
36,2020-09-09,2020-09-23,4771.62,hourly,48.69,,98.0
117,2020-06-17,2020-07-01,5330.06,hourly,54.25,,98.25
71,2021-05-19,2021-06-02,10418.9,monthly,,10418.9,
233,2021-08-25,2021-09-08,5745.83,hourly,49.64,,115.75
276,2020-07-01,2020-07-08,1800.25,hourly,37.9,,47.5
173,2020-11-04,2020-11-18,2676.87,hourly,28.03,,95.5
380,2020-10-07,2020-10-21,6108.99,hourly,63.47,,96.25
100,2021-12-01,2021-12-15,8617.25,monthly,,8617.25,
404,2022-09-21,2022-10-05,5402.46,hourly,47.39,,114.0
350,2021-02-10,2021-02-17,1641.58,hourly,31.12,,52.75
409,2022-01-26,2022-02-09,9039.77,monthly,,9039.77,
444,2021-03-24,2021-04-07,8324.67,monthly,,8324.67,
432,2021-09-08,2021-09-22,9187.83,monthly,,9187.83,
313,2021-12-29,2022-01-12,8080.57,monthly,,8080.57,
31,2020-08-12,2020-08-26,4697.94,hourly,41.21,,114.0
207,2021-08-11,2021-08-18,2542.73,hourly,44.03,,57.75
420,2021-10-06,2021-10-20,8818.06,monthly,,8818.06,
138,2022-02-02,2022-02-09,3128.05,hourly,57.66,,54.25
58,2020-04-22,2020-04-29,1749.85,hourly,28.11,,62.25
177,2020-08-05,2020-08-12,10451.46,monthly,,10451.46,
287,2020-05-13,2020-05-20,1263.6,hourly,31.2,,40.5
48,2021-04-07,2021-04-21,10798.1,monthly,,10798.1,
228,2020-10-07,2020-10-14,3903.71,hourly,66.73,,58.5
343,2020-10-21,2020-11-04,5721.15,monthly,,5721.15,
270,2021-09-01,2021-09-08,1556.72,hourly,26.84,,58.0
449,2020-10-21,2020-11-04,8828.83,monthly,,8828.83,
250,2022-11-16,2022-11-30,7865.39,monthly,,7865.39,
366,2020-06-24,2020-07-01,854.17,hourly,15.46,,55.25
13,2020-04-08,2020-04-22,9700.51,monthly,,9700.51,
216,2020-11-18,2020-12-02,6047.5,hourly,48.38,,125.0
182,2022-10-12,2022-10-19,1698.02,hourly,32.19,,52.75
468,2021-09-08,2021-09-22,5694.3,hourly,63.27,,90.0
166,2021-12-29,2022-01-12,5573.4,hourly,42.79,,130.25
191,2021-10-20,2021-10-27,4244.33,hourly,74.79,,56.75
274,2020-05-06,2020-05-13,8877.88,monthly,,8877.88,
249,2022-09-21,2022-10-05,9005.3,monthly,,9005.3,
234,2020-03-11,2020-03-18,3355.92,hourly,56.88,,59.0
341,2022-12-28,2023-01-11,10929.8,hourly,84.4,,129.5
62,2022-02-09,2022-02-23,9579.8,monthly,,9579.8,
225,2021-01-27,2021-02-03,1484.61,hourly,27.88,,53.25
126,2021-03-24,2021-03-31,1839.44,hourly,32.13,,57.25
373,2021-09-22,2021-10-06,9487.35,monthly,,9487.35,
358,2022-11-30,2022-12-14,9066.81,hourly,77.66,,116.75
274,2022-09-07,2022-09-14,9506.13,monthly,,9506.13,
267,2020-01-29,2020-02-12,7776.2,monthly,,7776.2,
128,2020-09-23,2020-10-07,10137.25,monthly,,10137.25,
413,2020-12-02,2020-12-16,7629.22,monthly,,7629.22,
13,2021-01-27,2021-02-10,9700.51,monthly,,9700.51,
293,2020-11-04,2020-11-11,2869.48,hourly,48.43,,59.25
185,2020-08-26,2020-09-09,9792.83,monthly,,9792.83,
427,2021-06-16,2021-06-30,5181.12,hourly,57.25,,90.5
305,2020-05-20,2020-06-03,3591.12,hourly,34.53,,104.0
444,2022-05-18,2022-06-01,9354.86,monthly,,9354.86,
231,2020-07-01,2020-07-15,9094.26,monthly,,9094.26,
253,2020-07-01,2020-07-15,9934.28,monthly,,9934.28,
274,2020-09-30,2020-10-07,9506.13,monthly,,9506.13,
138,2020-06-10,2020-06-17,3027.15,hourly,57.66,,52.5
344,2021-09-29,2021-10-06,3117.98,hourly,50.29,,62.0
385,2021-01-13,2021-01-20,1014.1,hourly,15.97,,63.5
52,2021-12-29,2022-01-12,4478.18,hourly,33.99,,131.75
294,2022-11-02,2022-11-16,4568.9,hourly,42.8,,106.75
248,2021-02-10,2021-02-24,7844.14,monthly,,7844.14,
116,2020-05-13,2020-05-20,2485.88,hourly,42.86,,58.0
292,2021-10-06,2021-10-20,5906.9,monthly,,5906.9,
388,2020-10-21,2020-11-04,2540.44,hourly,24.08,,105.5
91,2021-12-29,2022-01-12,2280.47,hourly,47.02,,48.5
174,2021-09-15,2021-09-22,4018.9,hourly,81.19,,49.5
426,2022-06-29,2022-07-13,622.71,hourly,6.66,,93.5
287,2020-12-23,2020-12-30,1606.8,hourly,31.2,,51.5
17,2021-03-10,2021-03-24,7558.26,monthly,,7558.26,
113,2021-06-30,2021-07-14,4921.61,hourly,54.99,,89.5
458,2020-03-11,2020-03-25,8843.67,monthly,,8843.67,
270,2020-12-23,2020-12-30,1543.3,hourly,26.84,,57.5
439,2020-07-08,2020-07-15,2077.04,hourly,31.59,,65.75
488,2020-07-01,2020-07-15,9543.44,monthly,,9543.44,
90,2021-07-28,2021-08-11,1377.4,hourly,28.4,,48.5
303,2022-01-26,2022-02-02,1445.78,hourly,29.81,,48.5
25,2022-03-09,2022-03-16,1295.91,hourly,27.72,,46.75
446,2021-05-26,2021-06-02,6276.86,monthly,,6276.86,
346,2021-08-04,2021-08-11,8560.49,monthly,,8560.49,
370,2021-03-10,2021-03-24,7930.01,monthly,,7930.01,
202,2021-02-24,2021-03-03,11112.33,monthly,,11112.33,
174,2021-09-29,2021-10-06,5135.27,hourly,81.19,,63.25
72,2022-12-28,2023-01-11,8341.8,monthly,,8341.8,
385,2020-05-27,2020-06-03,886.34,hourly,15.97,,55.5
120,2021-03-24,2021-04-07,4209.67,hourly,32.57,,129.25
475,2021-12-15,2021-12-29,4996.8,hourly,41.64,,120.0
252,2020-04-08,2020-04-22,9348.33,monthly,,9348.33,
98,2021-12-01,2021-12-15,3234.62,hourly,29.01,,111.5
140,2020-10-21,2020-10-28,10251.54,monthly,,10251.54,
437,2022-08-10,2022-08-24,7806.92,monthly,,7806.92,
395,2022-11-30,2022-12-14,4064.76,hourly,32.26,,126.0
303,2020-07-08,2020-07-15,1773.69,hourly,29.81,,59.5
422,2020-11-04,2020-11-18,3370.88,hourly,29.44,,114.5
483,2021-04-07,2021-04-14,7438.34,monthly,,7438.34,
472,2020-11-11,2020-11-18,2181.06,hourly,46.16,,47.25
403,2022-06-01,2022-06-15,3662.26,hourly,28.28,,129.5
321,2022-12-14,2022-12-28,8643.34,monthly,,8643.34,
33,2022-01-12,2022-01-26,3180.35,hourly,32.37,,98.25
189,2020-04-29,2020-05-06,3631.16,hourly,55.65,,65.25
456,2022-04-20,2022-05-04,10156.41,monthly,,10156.41,
126,2020-08-12,2020-08-19,1951.9,hourly,32.13,,60.75
65,2021-08-04,2021-08-11,2979.81,hourly,52.74,,56.5
348,2020-04-22,2020-04-29,6356.69,monthly,,6356.69,
374,2021-07-28,2021-08-04,8236.41,monthly,,8236.41,
328,2020-01-15,2020-01-22,1362.75,hourly,27.67,,49.25
18,2020-05-27,2020-06-03,1500.19,hourly,31.75,,47.25
18,2021-09-22,2021-09-29,2087.56,hourly,31.75,,65.75
403,2021-11-17,2021-12-01,3110.8,hourly,28.28,,110.0
194,2020-05-06,2020-05-13,2518.54,hourly,55.05,,45.75
457,2021-09-22,2021-10-06,2804.76,hourly,25.44,,110.25
431,2022-02-09,2022-02-16,2001.8,hourly,38.87,,51.5
279,2020-09-16,2020-09-23,2848.17,hourly,42.51,,67.0
258,2020-05-06,2020-05-13,3189.38,hourly,52.5,,60.75
225,2021-11-24,2021-12-01,1596.13,hourly,27.88,,57.25
383,2022-09-21,2022-10-05,4855.99,hourly,36.58,,132.75
311,2021-04-07,2021-04-14,2082.08,hourly,36.21,,57.5
267,2020-01-01,2020-01-15,7776.2,monthly,,7776.2,
173,2022-11-16,2022-11-30,4082.01,hourly,31.22,,130.75
407,2021-12-29,2022-01-12,8174.48,hourly,60.89,,134.25
142,2021-02-24,2021-03-10,6036.39,hourly,50.94,,118.5
361,2020-12-30,2021-01-13,9124.74,monthly,,9124.74,
255,2022-11-30,2022-12-14,10483.9,monthly,,10483.9,
21,2022-04-20,2022-05-04,1594.64,hourly,12.86,,124.0
359,2021-06-02,2021-06-09,8598.33,monthly,,8598.33,
430,2020-05-06,2020-05-20,4970.44,hourly,43.41,,114.5
64,2021-10-06,2021-10-20,6143.36,hourly,52.96,,116.0
339,2020-10-07,2020-10-14,1070.6,hourly,21.2,,50.5
222,2021-10-06,2021-10-20,6308.45,hourly,56.2,,112.25
403,2022-06-29,2022-07-13,3421.88,hourly,28.28,,121.0
191,2020-11-11,2020-11-18,4302.35,hourly,66.19,,65.0
41,2020-06-03,2020-06-17,7823.61,monthly,,7823.61,
325,2020-11-18,2020-12-02,4454.65,hourly,33.62,,132.5
498,2022-06-01,2022-06-15,9493.65,monthly,,9493.65,
188,2020-11-18,2020-12-02,3489.01,hourly,34.29,,101.75
181,2022-05-18,2022-06-01,6687.19,hourly,61.21,,109.25
388,2022-03-23,2022-04-06,3325.28,hourly,26.98,,123.25
22,2022-04-06,2022-04-20,6439.99,monthly,,6439.99,
396,2020-03-11,2020-03-18,8719.32,monthly,,8719.32,
91,2022-12-14,2022-12-28,5897.43,hourly,51.06,,115.5
260,2020-11-11,2020-11-18,9537.88,monthly,,9537.88,
202,2022-08-17,2022-08-24,11112.33,monthly,,11112.33,
13,2022-01-26,2022-02-09,9700.51,monthly,,9700.51,
461,2022-05-04,2022-05-18,7346.47,monthly,,7346.47,
291,2020-12-02,2020-12-09,8598.8,monthly,,8598.8,
166,2020-02-26,2020-03-11,4193.42,hourly,42.79,,98.0
323,2022-10-19,2022-10-26,2933.76,hourly,44.62,,65.75
466,2021-10-20,2021-11-03,10366.79,monthly,,10366.79,
244,2020-06-03,2020-06-17,3232.02,hourly,25.96,,124.5
352,2020-06-24,2020-07-01,7974.53,monthly,,7974.53,
394,2020-09-09,2020-09-16,796.46,hourly,15.85,,50.25
63,2020-06-03,2020-06-10,1395.18,hourly,30.33,,46.0
64,2022-07-27,2022-08-10,5944.76,hourly,52.96,,112.25
449,2022-04-20,2022-05-04,8828.83,monthly,,8828.83,
54,2021-12-29,2022-01-12,3514.72,hourly,36.9,,95.25
217,2022-12-07,2022-12-14,2106.72,hourly,42.56,,49.5
366,2020-07-22,2020-07-29,734.35,hourly,15.46,,47.5
187,2022-12-14,2022-12-28,9178.8,monthly,,9178.8,
410,2022-03-30,2022-04-06,8185.56,monthly,,8185.56,
266,2020-06-10,2020-06-17,1081.35,hourly,17.8,,60.75
25,2020-10-14,2020-10-21,1275.12,hourly,27.72,,46.0
131,2021-08-25,2021-09-08,9029.63,monthly,,9029.63,
398,2021-09-22,2021-10-06,4736.95,hourly,42.2,,112.25
383,2020-01-01,2020-01-15,4147.2,hourly,34.56,,120.0
383,2020-09-09,2020-09-23,2721.6,hourly,34.56,,78.75
295,2022-11-16,2022-11-30,9290.1,hourly,69.2,,134.25
303,2022-08-10,2022-08-17,1415.97,hourly,29.81,,47.5
123,2020-07-15,2020-07-22,1458.2,hourly,25.36,,57.5
456,2020-11-18,2020-12-02,9318.8,monthly,,9318.8,
452,2021-02-24,2021-03-03,2391.36,hourly,50.88,,47.0
74,2020-01-29,2020-02-12,9177.8,monthly,,9177.8,
431,2021-03-10,2021-03-17,2070.72,hourly,36.65,,56.5
36,2022-03-09,2022-03-23,5654.88,hourly,52.36,,108.0
382,2020-05-06,2020-05-13,4018.07,hourly,66.69,,60.25
57,2021-10-20,2021-11-03,8421.77,monthly,,8421.77,
236,2022-12-14,2022-12-28,6035.93,hourly,59.91,,100.75
111,2022-04-06,2022-04-20,9143.95,monthly,,9143.95,
423,2022-02-23,2022-03-09,6455.1,hourly,64.39,,100.25
187,2022-01-12,2022-01-26,9178.8,monthly,,9178.8,
82,2020-12-16,2020-12-23,723.41,hourly,37.58,,19.25
60,2021-06-30,2021-07-14,7302.2,monthly,,7302.2,
141,2021-04-14,2021-04-21,2950.32,hourly,51.76,,57.0
263,2021-12-22,2021-12-29,1265.36,hourly,21.63,,58.5
367,2020-03-25,2020-04-08,4483.71,hourly,38.82,,115.5
108,2022-02-09,2022-02-16,2812.85,hourly,42.14,,66.75
345,2020-05-20,2020-06-03,7685.1,monthly,,7685.1,
228,2020-05-20,2020-05-27,3937.07,hourly,66.73,,59.0
59,2020-05-27,2020-06-03,2802.09,hourly,42.78,,65.5
117,2022-04-06,2022-04-20,5492.58,hourly,59.06,,93.0
327,2021-08-25,2021-09-08,4298.11,hourly,32.81,,131.0
319,2020-11-04,2020-11-11,8794.92,monthly,,8794.92,
186,2020-09-09,2020-09-23,545.11,hourly,41.14,,13.25
138,2022-09-21,2022-09-28,3951.8,hourly,65.59,,60.25
323,2020-04-01,2020-04-08,2358.28,hourly,40.66,,58.0
337,2021-03-10,2021-03-24,9480.77,monthly,,9480.77,
451,2020-06-10,2020-06-17,8830.14,monthly,,8830.14,
137,2021-06-30,2021-07-07,1148.64,hourly,21.37,,53.75
247,2020-01-01,2020-01-15,7335.77,monthly,,7335.77,
249,2021-06-16,2021-06-30,9005.3,monthly,,9005.3,
248,2022-02-09,2022-02-23,7844.14,monthly,,7844.14,
128,2020-07-15,2020-07-29,10137.25,monthly,,10137.25,
66,2021-04-07,2021-04-21,5851.24,hourly,50.77,,115.25
261,2022-04-20,2022-05-04,8093.55,monthly,,8093.55,
272,2021-06-23,2021-06-30,9240.21,monthly,,9240.21,
483,2021-04-28,2021-05-05,7438.34,monthly,,7438.34,
463,2022-07-20,2022-07-27,2496.82,hourly,39.79,,62.75
151,2022-06-01,2022-06-15,7974.82,monthly,,7974.82,
137,2021-05-19,2021-05-26,1153.98,hourly,21.37,,54.0
298,2022-08-03,2022-08-10,2736.44,hourly,47.18,,58.0
455,2021-05-19,2021-06-02,3928.87,hourly,32.47,,121.0
18,2022-05-18,2022-05-25,2095.5,hourly,31.75,,66.0
154,2022-09-14,2022-09-21,2275.17,hourly,50.28,,45.25
345,2022-01-26,2022-02-09,7685.1,monthly,,7685.1,
143,2020-02-19,2020-02-26,1771.65,hourly,39.37,,45.0
408,2021-05-05,2021-05-19,7606.59,monthly,,7606.59,
432,2022-08-10,2022-08-24,9187.83,monthly,,9187.83,
350,2020-10-28,2020-11-04,1524.88,hourly,31.12,,49.0
378,2022-05-18,2022-06-01,7724.84,monthly,,7724.84,
484,2022-07-06,2022-07-13,1904.37,hourly,29.64,,64.25
413,2022-05-04,2022-05-18,7629.22,monthly,,7629.22,
381,2020-07-15,2020-07-29,11299.25,monthly,,11299.25,
252,2022-06-01,2022-06-15,9909.19,monthly,,9909.19,
21,2021-12-01,2021-12-15,1199.19,hourly,12.86,,93.25
30,2022-02-09,2022-02-23,10000.11,monthly,,10000.11,
176,2020-08-12,2020-08-26,3841.73,hourly,42.45,,90.5
68,2021-06-30,2021-07-07,9140.51,monthly,,9140.51,
412,2020-06-17,2020-07-01,6028.49,hourly,62.31,,96.75
137,2021-11-03,2021-11-10,1148.64,hourly,21.37,,53.75
392,2022-01-12,2022-01-26,9894.8,monthly,,9894.8,
240,2020-07-01,2020-07-08,2946.43,hourly,62.03,,47.5
63,2020-07-29,2020-08-05,1615.07,hourly,30.33,,53.25
34,2020-04-08,2020-04-22,5323.32,hourly,42.93,,124.0
272,2021-10-27,2021-11-03,9240.21,monthly,,9240.21,
364,2020-01-29,2020-02-12,3763.74,hourly,33.53,,112.25
70,2021-04-21,2021-05-05,12038.5,monthly,,12038.5,
178,2021-06-16,2021-06-30,4927.6,hourly,38.8,,127.0
214,2022-01-12,2022-01-26,7412.21,monthly,,7412.21,
242,2021-05-05,2021-05-19,5450.32,hourly,56.48,,96.5
338,2022-01-05,2022-01-12,9820.97,monthly,,9820.97,
157,2020-12-09,2020-12-16,7436.85,monthly,,7436.85,
156,2021-03-24,2021-04-07,3067.2,hourly,51.12,,60.0
140,2021-02-03,2021-02-10,10251.54,monthly,,10251.54,
385,2020-11-25,2020-12-02,918.28,hourly,15.97,,57.5
476,2020-01-01,2020-01-08,2606.62,hourly,46.34,,56.25
4,2021-07-28,2021-08-04,1522.95,hourly,28.6,,53.25
166,2021-06-30,2021-07-14,4182.72,hourly,42.79,,97.75
426,2020-12-02,2020-12-16,604.49,hourly,6.06,,99.75
254,2020-09-09,2020-09-16,1948.36,hourly,31.81,,61.25
298,2022-12-28,2023-01-04,2524.13,hourly,47.18,,53.5
385,2021-12-29,2022-01-05,898.31,hourly,15.97,,56.25
149,2022-12-14,2022-12-28,4067.88,hourly,37.32,,109.0
298,2022-05-18,2022-05-25,2394.38,hourly,47.18,,50.75
313,2020-03-25,2020-04-08,8080.57,monthly,,8080.57,
102,2020-06-17,2020-07-01,5383.99,monthly,,5383.99,
348,2020-01-08,2020-01-15,6356.69,monthly,,6356.69,
257,2020-04-01,2020-04-08,2298.78,hourly,37.84,,60.75
427,2020-08-26,2020-09-09,11965.25,hourly,57.25,,209.0
376,2021-07-14,2021-07-28,9262.38,monthly,,9262.38,
414,2020-05-27,2020-06-03,9565.19,monthly,,9565.19,
461,2021-08-11,2021-08-25,7346.47,monthly,,7346.47,
296,2020-03-25,2020-04-01,2224.98,hourly,33.84,,65.75
405,2022-03-09,2022-03-23,4650.03,hourly,46.97,,99.0
69,2021-07-07,2021-07-14,433.44,hourly,7.74,,56.0
200,2021-03-17,2021-03-24,2582.66,hourly,39.28,,65.75
437,2021-02-10,2021-02-24,7806.92,monthly,,7806.92,
121,2020-02-05,2020-02-12,3004.25,hourly,61.0,,49.25
83,2022-06-29,2022-07-13,9655.0,monthly,,9655.0,
324,2021-04-07,2021-04-21,7237.38,monthly,,7237.38,
407,2020-08-12,2020-08-26,6244.95,hourly,53.72,,116.25
454,2022-03-02,2022-03-09,6963.11,monthly,,6963.11,
178,2020-01-15,2020-01-29,5102.2,hourly,38.8,,131.5
20,2020-10-07,2020-10-14,8646.73,monthly,,8646.73,
227,2021-11-17,2021-12-01,4121.14,hourly,43.61,,94.5
157,2021-03-24,2021-03-31,7436.85,monthly,,7436.85,
138,2022-09-07,2022-09-14,2897.41,hourly,57.66,,50.25
72,2020-12-30,2021-01-13,8341.8,monthly,,8341.8,
17,2021-10-06,2021-10-20,7558.26,monthly,,7558.26,
250,2020-05-20,2020-06-03,7865.39,monthly,,7865.39,
3,2020-10-21,2020-11-04,4280.76,hourly,41.36,,103.5
200,2020-06-03,2020-06-10,1738.14,hourly,39.28,,44.25
417,2022-03-09,2022-03-23,9034.58,monthly,,9034.58,
35,2020-01-01,2020-01-08,1176.69,hourly,25.72,,45.75
388,2022-11-16,2022-11-30,2428.2,hourly,26.98,,90.0
471,2022-03-09,2022-03-23,6078.26,hourly,50.13,,121.25
63,2020-04-01,2020-04-08,606.6,hourly,30.33,,20.0
250,2021-12-01,2021-12-15,7865.39,monthly,,7865.39,
155,2021-06-30,2021-07-07,1491.76,hourly,25.72,,58.0
139,2020-05-13,2020-05-20,2135.93,hourly,34.59,,61.75
132,2021-05-19,2021-06-02,6771.86,monthly,,6771.86,
197,2020-04-22,2020-04-29,3136.94,hourly,46.82,,67.0
288,2020-10-21,2020-11-04,3572.99,hourly,32.63,,109.5
6,2020-06-03,2020-06-10,3382.72,hourly,73.14,,46.25
47,2020-12-16,2020-12-30,4849.16,hourly,42.63,,113.75
25,2022-06-29,2022-07-06,1697.85,hourly,27.72,,61.25
328,2022-09-28,2022-10-05,1375.17,hourly,30.73,,44.75
302,2022-02-23,2022-03-09,8955.63,monthly,,8955.63,
263,2020-03-25,2020-04-01,1189.65,hourly,21.63,,55.0
314,2020-05-06,2020-05-20,4742.59,hourly,42.63,,111.25
116,2020-07-08,2020-07-15,2314.44,hourly,42.86,,54.0
170,2020-04-29,2020-05-06,2158.69,hourly,40.73,,53.0
355,2020-07-15,2020-07-22,2735.98,hourly,49.52,,55.25
355,2021-04-21,2021-04-28,3388.22,hourly,54.87,,61.75
180,2022-06-01,2022-06-08,9750.61,monthly,,9750.61,
157,2021-01-13,2021-01-20,7436.85,monthly,,7436.85,
